0,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1,01-01-2022,India,34861579.00,104781.00,34275312.00,481486.00
2,01-01-2022,Andaman and Nicobar Islands,7728.00,14.00,7585.00,129.00
3,01-01-2022,Andhra Pradesh,2077145.00,1154.00,2061496.00,14495.00
4,01-01-2022,Arunachal Pradesh,55343.00,21.00,55040.00,282.00
5,01-01-2022,Assam,620765.00,2218.00,612383.00,6164.00
6,01-01-2022,Bihar,726896.00,489.00,714311.00,12096.00
7,01-01-2022,Chandigarh,65895.00,170.00,64646.00,1079.00
8,01-01-2022,Chhattisgarh,1008187.00,769.00,993818.00,13600.00
9,01-01-2022,Dadra and Nagar Haveli and Daman and Diu,10692.00,1.00,10687.00,4.00
10,01-01-2022,Delhi,1448211.00,4410.00,1418694.00,25107.00
11,01-01-2022,Goa,180872.00,1046.00,176304.00,3522.00
12,01-01-2022,Gujarat,831732.00,2962.00,818652.00,10118.00
13,01-01-2022,Haryana,773788.00,1440.00,762284.00,10064.00
14,01-01-2022,Himachal Pradesh,228857.00,466.00,224515.00,3876.00
15,01-01-2022,Jammu and Kashmir,341290.00,1337.00,335425.00,4528.00
16,01-01-2022,Jharkhand,351739.00,2002.00,344593.00,5144.00
17,01-01-2022,Karnataka,3007337.00,8741.00,2960261.00,38335.00
18,01-01-2022,Kerala,5247177.00,20106.00,5179277.00,47794.00
19,01-01-2022,Ladakh,22184.00,184.00,21781.00,219.00
20,01-01-2022,Lakshadweep,10416.00,3.00,10362.00,51.00
21,01-01-2022,Madhya Pradesh,793965.00,407.00,783025.00,10533.00
22,01-01-2022,Maharashtra,6678821.00,28199.00,6509096.00,141526.00
23,01-01-2022,Manipur,125788.00,199.00,123587.00,2002.00
24,01-01-2022,Meghalaya,84827.00,67.00,83276.00,1484.00
25,01-01-2022,Mizoram,141665.00,1735.00,139386.00,544.00
26,01-01-2022,Nagaland,32201.00,63.00,31436.00,702.00
27,01-01-2022,Odisha,1054834.00,1571.00,1044803.00,8460.00
28,01-01-2022,Puducherry,129478.00,127.00,127470.00,1881.00
29,01-01-2022,Punjab,604810.00,767.00,587398.00,16645.00
30,01-01-2022,Rajasthan,956227.00,963.00,946300.00,8964.00
31,01-01-2022,Sikkim,32503.00,52.00,32042.00,409.00
32,01-01-2022,Tamil Nadu,2748045.00,7470.00,2703799.00,36776.00
33,01-01-2022,Telangana,681898.00,3650.00,674221.00,4027.00
34,01-01-2022,Tripura,85086.00,104.00,84153.00,829.00
35,01-01-2022,Uttar Pradesh,1711605.00,862.00,1687828.00,22915.00
36,01-01-2022,Uttarakhand,345087.00,302.00,337367.00,7418.00
37,01-01-2022,West Bengal,1638485.00,10710.00,1608011.00,19764.00
38,01-01-2022,World,287526857.00,,,5434622.00
39,02-01-2022,India,34889132.00,122801.00,34284561.00,481770.00
40,02-01-2022,Andaman and Nicobar Islands,7733.00,17.00,7587.00,129.00
41,02-01-2022,Andhra Pradesh,2077321.00,1227.00,2061599.00,14495.00
42,02-01-2022,Arunachal Pradesh,55343.00,18.00,55043.00,282.00
43,02-01-2022,Assam,620915.00,2265.00,612485.00,6165.00
44,02-01-2022,Bihar,727177.00,750.00,714331.00,12096.00
45,02-01-2022,Chandigarh,65965.00,236.00,64650.00,1079.00
46,02-01-2022,Chhattisgarh,1008466.00,1017.00,993848.00,13601.00
47,02-01-2022,Dadra and Nagar Haveli and Daman and Diu,10695.00,4.00,10687.00,4.00
48,02-01-2022,Delhi,1450927.00,6360.00,1419459.00,25108.00
49,02-01-2022,Goa,181182.00,1338.00,176322.00,3522.00
50,02-01-2022,Gujarat,832801.00,3927.00,818755.00,10119.00
51,02-01-2022,Haryana,774340.00,1930.00,762346.00,10064.00
52,02-01-2022,Himachal Pradesh,228940.00,474.00,224589.00,3877.00
53,02-01-2022,Jammu and Kashmir,341459.00,1397.00,335532.00,4530.00
54,02-01-2022,Jharkhand,352746.00,2904.00,344698.00,5144.00
55,02-01-2022,Karnataka,3008370.00,9415.00,2960615.00,38340.00
56,02-01-2022,Kerala,5249612.00,19596.00,5181981.00,48035.00
57,02-01-2022,Ladakh,22207.00,203.00,21785.00,219.00
58,02-01-2022,Lakshadweep,10417.00,3.00,10363.00,51.00
59,02-01-2022,Madhya Pradesh,794089.00,497.00,783059.00,10533.00
60,02-01-2022,Maharashtra,6687991.00,35917.00,6510541.00,141533.00
61,02-01-2022,Manipur,125807.00,207.00,123598.00,2002.00
62,02-01-2022,Meghalaya,84839.00,73.00,83282.00,1484.00
63,02-01-2022,Mizoram,141749.00,1715.00,139488.00,546.00
64,02-01-2022,Nagaland,32201.00,60.00,31439.00,702.00
65,02-01-2022,Odisha,1055132.00,1708.00,1044962.00,8462.00
66,02-01-2022,Puducherry,129500.00,136.00,127483.00,1881.00
67,02-01-2022,Punjab,605126.00,1041.00,587440.00,16645.00
68,02-01-2022,Rajasthan,956528.00,1247.00,946317.00,8964.00
69,02-01-2022,Sikkim,32510.00,52.00,32049.00,409.00
70,02-01-2022,Tamil Nadu,2749534.00,8340.00,2704410.00,36784.00
71,02-01-2022,Telangana,682215.00,3733.00,674453.00,4029.00
72,02-01-2022,Tripura,85108.00,116.00,84163.00,829.00
73,02-01-2022,Uttar Pradesh,1711985.00,1211.00,1687859.00,22915.00
74,02-01-2022,Uttarakhand,345205.00,367.00,337419.00,7419.00
75,02-01-2022,West Bengal,1642997.00,13300.00,1609924.00,19773.00
76,02-01-2022,World,289190063.00,,,5439312.00
77,03-01-2022,India,34922882.00,145582.00,34295407.00,481893.00
78,03-01-2022,Andaman and Nicobar Islands,7743.00,24.00,7590.00,129.00
79,03-01-2022,Andhra Pradesh,2077486.00,1260.00,2061729.00,14497.00
80,03-01-2022,Arunachal Pradesh,55343.00,16.00,55045.00,282.00
81,03-01-2022,Assam,621071.00,2321.00,612585.00,6165.00
82,03-01-2022,Bihar,727529.00,1075.00,714358.00,12096.00
83,03-01-2022,Chandigarh,66061.00,321.00,64661.00,1079.00
84,03-01-2022,Chhattisgarh,1008756.00,1273.00,993882.00,13601.00
85,03-01-2022,Dadra and Nagar Haveli and Daman and Diu,10700.00,9.00,10687.00,4.00
86,03-01-2022,Delhi,1454121.00,8397.00,1420615.00,25109.00
87,03-01-2022,Goa,181570.00,1671.00,176376.00,3523.00
88,03-01-2022,Gujarat,833769.00,4753.00,818896.00,10120.00
89,03-01-2022,Haryana,774917.00,2423.00,762430.00,10064.00
90,03-01-2022,Himachal Pradesh,229016.00,526.00,224612.00,3878.00
91,03-01-2022,Jammu and Kashmir,341624.00,1429.00,335665.00,4530.00
92,03-01-2022,Jharkhand,353803.00,3842.00,344815.00,5146.00
93,03-01-2022,Karnataka,3009557.00,10321.00,2960890.00,38346.00
94,03-01-2022,Kerala,5252414.00,19714.00,5184587.00,48113.00
95,03-01-2022,Ladakh,22224.00,196.00,21808.00,220.00
96,03-01-2022,Lakshadweep,10417.00,1.00,10365.00,51.00
97,03-01-2022,Madhya Pradesh,794240.00,608.00,783099.00,10533.00
98,03-01-2022,Maharashtra,6699868.00,45716.00,6512610.00,141542.00
99,03-01-2022,Manipur,125823.00,215.00,123605.00,2003.00
100,03-01-2022,Meghalaya,84847.00,75.00,83288.00,1484.00
101,03-01-2022,Mizoram,141901.00,1732.00,139623.00,546.00
102,03-01-2022,Nagaland,32202.00,60.00,31440.00,702.00
103,03-01-2022,Odisha,1055556.00,1984.00,1045109.00,8463.00
104,03-01-2022,Puducherry,129527.00,150.00,127496.00,1881.00
105,03-01-2022,Punjab,605509.00,1369.00,587492.00,16648.00
106,03-01-2022,Rajasthan,956883.00,1572.00,946347.00,8964.00
107,03-01-2022,Sikkim,32517.00,58.00,32050.00,409.00
108,03-01-2022,Tamil Nadu,2751128.00,9304.00,2705034.00,36790.00
109,03-01-2022,Telangana,682489.00,3779.00,674680.00,4030.00
110,03-01-2022,Tripura,85120.00,119.00,84172.00,829.00
111,03-01-2022,Uttar Pradesh,1712537.00,1725.00,1687896.00,22916.00
112,03-01-2022,Uttarakhand,345464.00,506.00,337539.00,7419.00
113,03-01-2022,West Bengal,1649150.00,17038.00,1612331.00,19781.00
114,03-01-2022,World,290233762.00,,,5442939.00
115,04-01-2022,India,34960261.00,171830.00,34306414.00,482017.00
116,04-01-2022,Andaman and Nicobar Islands,7763.00,41.00,7593.00,129.00
117,04-01-2022,Andhra Pradesh,2077608.00,1278.00,2061832.00,14498.00
118,04-01-2022,Arunachal Pradesh,55352.00,23.00,55047.00,282.00
119,04-01-2022,Assam,621422.00,2617.00,612638.00,6167.00
120,04-01-2022,Bihar,727873.00,1386.00,714391.00,12096.00
121,04-01-2022,Chandigarh,66136.00,383.00,64674.00,1079.00
122,04-01-2022,Chhattisgarh,1009454.00,1942.00,993911.00,13601.00
123,04-01-2022,Dadra and Nagar Haveli and Daman and Diu,10700.00,9.00,10687.00,4.00
124,04-01-2022,Delhi,1458220.00,10986.00,1422124.00,25110.00
125,04-01-2022,Goa,182201.00,2240.00,176438.00,3523.00
126,04-01-2022,Gujarat,835028.00,5858.00,819047.00,10123.00
127,04-01-2022,Haryana,775710.00,3130.00,762516.00,10064.00
128,04-01-2022,Himachal Pradesh,229153.00,621.00,224653.00,3879.00
129,04-01-2022,Jammu and Kashmir,341802.00,1498.00,335774.00,4530.00
130,04-01-2022,Jharkhand,355284.00,5218.00,344919.00,5147.00
131,04-01-2022,Karnataka,3010847.00,11374.00,2961122.00,38351.00
132,04-01-2022,Kerala,5254974.00,20053.00,5186737.00,48184.00
133,04-01-2022,Ladakh,22289.00,249.00,21820.00,220.00
134,04-01-2022,Lakshadweep,10419.00,3.00,10365.00,51.00
135,04-01-2022,Madhya Pradesh,794461.00,773.00,783155.00,10533.00
136,04-01-2022,Maharashtra,6712028.00,56117.00,6514358.00,141553.00
137,04-01-2022,Manipur,125843.00,229.00,123610.00,2004.00
138,04-01-2022,Meghalaya,84849.00,73.00,83292.00,1484.00
139,04-01-2022,Mizoram,142248.00,1834.00,139864.00,550.00
140,04-01-2022,Nagaland,32206.00,60.00,31444.00,702.00
141,04-01-2022,Odisha,1055980.00,2262.00,1045255.00,8463.00
142,04-01-2022,Puducherry,129553.00,155.00,127517.00,1881.00
143,04-01-2022,Punjab,605922.00,1741.00,587530.00,16651.00
144,04-01-2022,Rajasthan,957433.00,2084.00,946385.00,8964.00
145,04-01-2022,Sikkim,32520.00,51.00,32060.00,409.00
146,04-01-2022,Tamil Nadu,2752856.00,10364.00,2705696.00,36796.00
147,04-01-2022,Telangana,682971.00,4048.00,674892.00,4031.00
148,04-01-2022,Tripura,85168.00,160.00,84179.00,829.00
149,04-01-2022,Uttar Pradesh,1713107.00,2261.00,1687930.00,22916.00
150,04-01-2022,Uttarakhand,345653.00,523.00,337711.00,7419.00
151,04-01-2022,West Bengal,1655228.00,20186.00,1615248.00,19794.00
152,04-01-2022,World,290959019.00,,,5446753.00
153,05-01-2022,India,35018358.00,214004.00,34321803.00,482551.00
154,05-01-2022,Andaman and Nicobar Islands,7799.00,74.00,7596.00,129.00
155,05-01-2022,Andhra Pradesh,2077942.00,1516.00,2061927.00,14499.00
156,05-01-2022,Arunachal Pradesh,55375.00,45.00,55048.00,282.00
157,05-01-2022,Assam,621897.00,2935.00,612792.00,6170.00
158,05-01-2022,Bihar,728766.00,2223.00,714447.00,12096.00
159,05-01-2022,Chandigarh,66264.00,500.00,64685.00,1079.00
160,05-01-2022,Chhattisgarh,1010513.00,2977.00,993932.00,13604.00
161,05-01-2022,Dadra and Nagar Haveli and Daman and Diu,10701.00,10.00,10687.00,4.00
162,05-01-2022,Delhi,1463701.00,14889.00,1423699.00,25113.00
163,05-01-2022,Goa,182793.00,2763.00,176505.00,3525.00
164,05-01-2022,Gujarat,837293.00,7881.00,819287.00,10125.00
165,05-01-2022,Haryana,776842.00,4059.00,762717.00,10066.00
166,05-01-2022,Himachal Pradesh,229413.00,859.00,224675.00,3879.00
167,05-01-2022,Jammu and Kashmir,342001.00,1541.00,335930.00,4530.00
168,05-01-2022,Jharkhand,357965.00,7681.00,345135.00,5149.00
169,05-01-2022,Karnataka,3013326.00,13561.00,2961410.00,38355.00
170,05-01-2022,Kerala,5258614.00,20877.00,5189100.00,48637.00
171,05-01-2022,Ladakh,22321.00,265.00,21836.00,220.00
172,05-01-2022,Lakshadweep,10419.00,3.00,10365.00,51.00
173,05-01-2022,Madhya Pradesh,794769.00,1029.00,783206.00,10534.00
174,05-01-2022,Maharashtra,6730494.00,70005.00,6518916.00,141573.00
175,05-01-2022,Manipur,125878.00,257.00,123615.00,2006.00
176,05-01-2022,Meghalaya,84881.00,97.00,83299.00,1485.00
177,05-01-2022,Mizoram,142691.00,2162.00,139976.00,553.00
178,05-01-2022,Nagaland,32210.00,62.00,31446.00,702.00
179,05-01-2022,Odisha,1056660.00,2820.00,1045376.00,8464.00
180,05-01-2022,Puducherry,129619.00,214.00,127524.00,1881.00
181,05-01-2022,Punjab,606927.00,2686.00,587588.00,16653.00
182,05-01-2022,Rajasthan,958570.00,3183.00,946422.00,8965.00
183,05-01-2022,Sikkim,32530.00,57.00,32064.00,409.00
184,05-01-2022,Tamil Nadu,2755587.00,12412.00,2706370.00,36805.00
185,05-01-2022,Telangana,684023.00,4858.00,675132.00,4033.00
186,05-01-2022,Tripura,85214.00,201.00,84184.00,829.00
187,05-01-2022,Uttar Pradesh,1714096.00,3173.00,1688007.00,22916.00
188,05-01-2022,Uttarakhand,345963.00,654.00,337889.00,7420.00
189,05-01-2022,West Bengal,1664301.00,25475.00,1619016.00,19810.00
190,05-01-2022,World,293910075.00,,,5454492.00
191,06-01-2022,India,35109286.00,285401.00,34341009.00,482876.00
192,06-01-2022,Andaman and Nicobar Islands,7824.00,91.00,7604.00,129.00
198,06-01-2022,Chhattisgarh,1012128.00,4562.00,993961.00,13605.00
199,06-01-2022,Dadra and Nagar Haveli and Daman and Diu,10705.00,14.00,10687.00,4.00
200,06-01-2022,Delhi,1474366.00,23307.00,1425938.00,25121.00
201,06-01-2022,Goa,183795.00,3718.00,176551.00,3526.00
202,06-01-2022,Gujarat,840643.00,10994.00,819523.00,10126.00
203,06-01-2022,Haryana,779018.00,6059.00,762893.00,10066.00
204,06-01-2022,Himachal Pradesh,229787.00,1216.00,224691.00,3880.00
205,06-01-2022,Jammu and Kashmir,342419.00,1819.00,336070.00,4530.00
206,06-01-2022,Jharkhand,361518.00,10990.00,345379.00,5149.00
207,06-01-2022,Karnataka,3017572.00,17443.00,2961772.00,38357.00
208,06-01-2022,Kerala,5263415.00,23607.00,5190913.00,48895.00
209,06-01-2022,Ladakh,22349.00,257.00,21871.00,221.00
210,06-01-2022,Lakshadweep,10419.00,3.00,10365.00,51.00
211,06-01-2022,Madhya Pradesh,795363.00,1544.00,783284.00,10535.00
212,06-01-2022,Maharashtra,6757032.00,91204.00,6524247.00,141581.00
213,06-01-2022,Manipur,125905.00,268.00,123629.00,2008.00
214,06-01-2022,Meghalaya,84931.00,145.00,83301.00,1485.00
215,06-01-2022,Mizoram,143193.00,2572.00,140067.00,554.00
216,06-01-2022,Nagaland,32216.00,64.00,31450.00,702.00
217,06-01-2022,Odisha,1057876.00,3896.00,1045514.00,8466.00
218,06-01-2022,Puducherry,129692.00,278.00,127533.00,1881.00
219,06-01-2022,Punjab,608723.00,4434.00,587632.00,16657.00
220,06-01-2022,Rajasthan,960453.00,5016.00,946470.00,8967.00
221,06-01-2022,Sikkim,32543.00,65.00,32069.00,409.00
222,06-01-2022,Tamil Nadu,2760449.00,16577.00,2707058.00,36814.00
223,06-01-2022,Telangana,685543.00,6168.00,675341.00,4034.00
224,06-01-2022,Tripura,85297.00,278.00,84190.00,829.00
225,06-01-2022,Uttar Pradesh,1716132.00,5158.00,1688058.00,22916.00
226,06-01-2022,Uttarakhand,346468.00,1000.00,338048.00,7420.00
227,06-01-2022,West Bengal,1678323.00,33042.00,1625454.00,19827.00
228,06-01-2022,World,296496809.00,,,5462631.00
229,07-01-2022,India,35226386.00,371363.00,34371845.00,483178.00
230,07-01-2022,Andaman and Nicobar Islands,7848.00,105.00,7614.00,129.00
231,07-01-2022,Andhra Pradesh,2078923.00,2266.00,2062157.00,14500.00
232,07-01-2022,Arunachal Pradesh,55436.00,103.00,55051.00,282.00
233,07-01-2022,Assam,623332.00,4036.00,613120.00,6176.00
234,07-01-2022,Bihar,732804.00,5786.00,714920.00,12098.00
235,07-01-2022,Chandigarh,66824.00,979.00,64765.00,1080.00
236,07-01-2022,Chhattisgarh,1014528.00,6905.00,994017.00,13606.00
237,07-01-2022,Dadra and Nagar Haveli and Daman and Diu,10730.00,38.00,10688.00,4.00
238,07-01-2022,Delhi,1489463.00,31498.00,1432838.00,25127.00
239,07-01-2022,Goa,184766.00,4613.00,176625.00,3528.00
240,07-01-2022,Gujarat,844856.00,14346.00,820383.00,10127.00
241,07-01-2022,Haryana,781696.00,7935.00,763694.00,10067.00
242,07-01-2022,Himachal Pradesh,230285.00,1655.00,224750.00,3880.00
243,07-01-2022,Jammu and Kashmir,342768.00,2049.00,336186.00,4533.00
244,07-01-2022,Jharkhand,365222.00,14255.00,345814.00,5153.00
245,07-01-2022,Karnataka,3022603.00,22202.00,2962043.00,38358.00
246,07-01-2022,Kerala,5268064.00,25855.00,5193093.00,49116.00
247,07-01-2022,Ladakh,22370.00,269.00,21880.00,221.00
248,07-01-2022,Lakshadweep,10420.00,4.00,10365.00,51.00
249,07-01-2022,Madhya Pradesh,796396.00,2475.00,783386.00,10535.00
250,07-01-2022,Maharashtra,6793297.00,118549.00,6533154.00,141594.00
251,07-01-2022,Manipur,125964.00,316.00,123639.00,2009.00
252,07-01-2022,Meghalaya,85021.00,212.00,83324.00,1485.00
253,07-01-2022,Mizoram,143772.00,3018.00,140200.00,554.00
254,07-01-2022,Nagaland,32247.00,82.00,31462.00,703.00
255,07-01-2022,Odisha,1059773.00,5588.00,1045718.00,8467.00
256,07-01-2022,Puducherry,129821.00,399.00,127541.00,1881.00
257,07-01-2022,Punjab,611102.00,6687.00,587753.00,16662.00
258,07-01-2022,Rajasthan,963109.00,7268.00,946874.00,8967.00
259,07-01-2022,Sikkim,32570.00,86.00,32075.00,409.00
260,07-01-2022,Tamil Nadu,2767432.00,22828.00,2707779.00,36825.00
261,07-01-2022,Telangana,687456.00,7847.00,675573.00,4036.00
262,07-01-2022,Tripura,85400.00,359.00,84212.00,829.00
263,07-01-2022,Uttar Pradesh,1719246.00,8224.00,1688105.00,22917.00
264,07-01-2022,Uttarakhand,347098.00,1425.00,338250.00,7423.00
265,07-01-2022,West Bengal,1693744.00,41101.00,1632797.00,19846.00
266,07-01-2022,World,298915721.00,,,5469303.00
267,08-01-2022,India,35368372.00,472169.00,34412740.00,483463.00
268,08-01-2022,Andaman and Nicobar Islands,7889.00,132.00,7628.00,129.00
269,08-01-2022,Andhra Pradesh,2079763.00,2972.00,2062290.00,14501.00
270,08-01-2022,Arunachal Pradesh,55462.00,127.00,55053.00,282.00
271,08-01-2022,Assam,624499.00,4948.00,613373.00,6178.00
272,08-01-2022,Bihar,735852.00,8490.00,715262.00,12100.00
273,08-01-2022,Chandigarh,67214.00,1323.00,64811.00,1080.00
274,08-01-2022,Chhattisgarh,1017356.00,9684.00,994063.00,13609.00
275,08-01-2022,Dadra and Nagar Haveli and Daman and Diu,10752.00,60.00,10688.00,4.00
276,08-01-2022,Delhi,1506798.00,39873.00,1441789.00,25136.00
277,08-01-2022,Goa,186198.00,5931.00,176737.00,3530.00
278,08-01-2022,Gujarat,850252.00,18583.00,821541.00,10128.00
279,08-01-2022,Haryana,785444.00,10798.00,764576.00,10070.00
280,08-01-2022,Himachal Pradesh,230859.00,2153.00,224825.00,3881.00
281,08-01-2022,Jammu and Kashmir,343310.00,2492.00,336284.00,4534.00
282,08-01-2022,Jharkhand,369047.00,17206.00,346680.00,5161.00
283,08-01-2022,Karnataka,3031052.00,30142.00,2962548.00,38362.00
284,08-01-2022,Kerala,5273360.00,28558.00,5195497.00,49305.00
285,08-01-2022,Ladakh,22413.00,241.00,21951.00,221.00
286,08-01-2022,Lakshadweep,10420.00,4.00,10365.00,51.00
287,08-01-2022,Madhya Pradesh,797715.00,3632.00,783547.00,10536.00
288,08-01-2022,Maharashtra,6834222.00,145198.00,6547410.00,141614.00
289,08-01-2022,Manipur,126012.00,346.00,123657.00,2009.00
290,08-01-2022,Meghalaya,85085.00,262.00,83338.00,1485.00
291,08-01-2022,Mizoram,144624.00,3617.00,140450.00,557.00
292,08-01-2022,Nagaland,32255.00,81.00,31471.00,703.00
293,08-01-2022,Odisha,1062476.00,8037.00,1045971.00,8468.00
294,08-01-2022,Puducherry,129998.00,562.00,127555.00,1881.00
295,08-01-2022,Punjab,613976.00,9425.00,587888.00,16663.00
296,08-01-2022,Rajasthan,966409.00,10287.00,947153.00,8969.00
297,08-01-2022,Sikkim,32604.00,111.00,32084.00,409.00
298,08-01-2022,Tamil Nadu,2776413.00,30817.00,2708763.00,36833.00
299,08-01-2022,Telangana,689751.00,9861.00,675851.00,4039.00
300,08-01-2022,Tripura,85554.00,483.00,84241.00,830.00
301,08-01-2022,Uttar Pradesh,1723469.00,12327.00,1688224.00,22918.00
302,08-01-2022,Uttarakhand,347912.00,2022.00,338467.00,7423.00
303,08-01-2022,West Bengal,1711957.00,51384.00,1640709.00,19864.00
304,08-01-2022,World,301707970.00,,,5476003.00
305,09-01-2022,India,35528004.00,590611.00,34453603.00,483790.00
306,09-01-2022,Andaman and Nicobar Islands,7975.00,187.00,7659.00,129.00
307,09-01-2022,Andhra Pradesh,2080602.00,3659.00,2062440.00,14503.00
308,09-01-2022,Arunachal Pradesh,55521.00,186.00,55053.00,282.00
309,09-01-2022,Assam,625753.00,5895.00,613678.00,6180.00
310,09-01-2022,Bihar,740378.00,12312.00,715966.00,12100.00
311,09-01-2022,Chandigarh,67755.00,1794.00,64881.00,1080.00
312,09-01-2022,Chhattisgarh,1020811.00,13066.00,994132.00,13613.00
313,09-01-2022,Dadra and Nagar Haveli and Daman and Diu,10771.00,78.00,10689.00,4.00
314,09-01-2022,Delhi,1526979.00,48178.00,1453658.00,25143.00
315,09-01-2022,Goa,187987.00,7549.00,176907.00,3531.00
316,09-01-2022,Gujarat,855929.00,22901.00,822900.00,10128.00
317,09-01-2022,Haryana,788985.00,13960.00,764953.00,10072.00
318,09-01-2022,Himachal Pradesh,231587.00,2811.00,224895.00,3881.00
319,09-01-2022,Jammu and Kashmir,343965.00,2982.00,336446.00,4537.00
320,09-01-2022,Jharkhand,374128.00,21098.00,347866.00,5164.00
321,09-01-2022,Karnataka,3039958.00,38536.00,2963056.00,38366.00
322,09-01-2022,Kerala,5279304.00,31797.00,5197960.00,49547.00
323,09-01-2022,Ladakh,22472.00,281.00,21970.00,221.00
324,09-01-2022,Lakshadweep,10420.00,4.00,10365.00,51.00
325,09-01-2022,Madhya Pradesh,799287.00,5038.00,783713.00,10536.00
326,09-01-2022,Maharashtra,6875656.00,176948.00,6557081.00,141627.00
327,09-01-2022,Manipur,126088.00,414.00,123664.00,2010.00
328,09-01-2022,Meghalaya,85158.00,328.00,83345.00,1485.00
329,09-01-2022,Mizoram,145527.00,4367.00,140602.00,558.00
330,09-01-2022,Nagaland,32264.00,79.00,31482.00,703.00
331,09-01-2022,Odisha,1066155.00,11456.00,1046231.00,8468.00
332,09-01-2022,Puducherry,130278.00,825.00,127571.00,1882.00
333,09-01-2022,Punjab,617536.00,12614.00,588257.00,16665.00
334,09-01-2022,Rajasthan,970517.00,14166.00,947380.00,8971.00
335,09-01-2022,Sikkim,32649.00,152.00,32088.00,409.00
336,09-01-2022,Tamil Nadu,2787391.00,40260.00,2710288.00,36843.00
337,09-01-2022,Telangana,692357.00,12180.00,676136.00,4041.00
338,09-01-2022,Tripura,85760.00,650.00,84280.00,830.00
339,09-01-2022,Uttar Pradesh,1729870.00,18551.00,1688395.00,22924.00
340,09-01-2022,Uttarakhand,349472.00,3254.00,338795.00,7423.00
341,09-01-2022,West Bengal,1730759.00,62055.00,1648821.00,19883.00
342,09-01-2022,World,304178368.00,,,5482275.00
343,10-01-2022,India,35707727.00,723619.00,34500172.00,483936.00
344,10-01-2022,Andaman and Nicobar Islands,8150.00,322.00,7699.00,129.00
345,10-01-2022,Andhra Pradesh,2081859.00,4774.00,2062580.00,14505.00
346,10-01-2022,Arunachal Pradesh,55558.00,222.00,55054.00,282.00
347,10-01-2022,Assam,626741.00,6434.00,614126.00,6181.00
348,10-01-2022,Bihar,745400.00,16898.00,716401.00,12101.00
349,10-01-2022,Chandigarh,68421.00,2364.00,64977.00,1080.00
350,10-01-2022,Chhattisgarh,1023313.00,15464.00,994234.00,13615.00
351,10-01-2022,Dadra and Nagar Haveli and Daman and Diu,10787.00,89.00,10694.00,4.00
352,10-01-2022,Delhi,1549730.00,60733.00,1463837.00,25160.00
353,10-01-2022,Goa,189909.00,9209.00,177168.00,3532.00
354,10-01-2022,Gujarat,862204.00,27913.00,824163.00,10128.00
355,10-01-2022,Haryana,794151.00,18321.00,765758.00,10072.00
356,10-01-2022,Himachal Pradesh,232085.00,3148.00,225055.00,3882.00
357,10-01-2022,Jammu and Kashmir,344652.00,3531.00,336581.00,4540.00
358,10-01-2022,Jharkhand,377572.00,23328.00,349074.00,5170.00
359,10-01-2022,Karnataka,3051958.00,49631.00,2963957.00,38370.00
360,10-01-2022,Kerala,5285542.00,35601.00,5200350.00,49591.00
361,10-01-2022,Ladakh,22561.00,340.00,22000.00,221.00
362,10-01-2022,Lakshadweep,10420.00,1.00,10368.00,51.00
363,10-01-2022,Madhya Pradesh,801326.00,6842.00,783947.00,10537.00
364,10-01-2022,Maharashtra,6920044.00,205973.00,6572432.00,141639.00
365,10-01-2022,Manipur,126156.00,469.00,123676.00,2011.00
366,10-01-2022,Meghalaya,85234.00,394.00,83355.00,1485.00
367,10-01-2022,Mizoram,146045.00,4612.00,140872.00,561.00
368,10-01-2022,Nagaland,32270.00,81.00,31486.00,703.00
369,10-01-2022,Odisha,1070869.00,15784.00,1046617.00,8468.00
370,10-01-2022,Puducherry,130722.00,1250.00,127590.00,1882.00
371,10-01-2022,Punjab,621419.00,16343.00,588401.00,16675.00
372,10-01-2022,Rajasthan,976177.00,19467.00,947738.00,8972.00
373,10-01-2022,Sikkim,32719.00,218.00,32092.00,409.00
374,10-01-2022,Tamil Nadu,2800286.00,51335.00,2712096.00,36855.00
375,10-01-2022,Telangana,694030.00,13522.00,676466.00,4042.00
376,10-01-2022,Tripura,85936.00,803.00,84303.00,830.00
377,10-01-2022,Uttar Pradesh,1737550.00,25974.00,1688648.00,22928.00
378,10-01-2022,Uttarakhand,350885.00,4118.00,339343.00,7424.00
379,10-01-2022,West Bengal,1755046.00,78111.00,1657034.00,19901.00
380,10-01-2022,World,305914601.00,,,5486304.00
381,11-01-2022,India,35875790.00,821446.00,34570131.00,484213.00
382,11-01-2022,Andaman and Nicobar Islands,8246.00,393.00,7724.00,129.00
383,11-01-2022,Andhra Pradesh,2082843.00,5606.00,2062732.00,14505.00
384,11-01-2022,Arunachal Pradesh,55692.00,352.00,55058.00,282.00
385,11-01-2022,Assam,628939.00,8214.00,614542.00,6183.00
386,11-01-2022,Bihar,750137.00,20939.00,717092.00,12106.00
387,11-01-2022,Chandigarh,69388.00,3253.00,65054.00,1081.00
388,11-01-2022,Chhattisgarh,1027433.00,19222.00,994592.00,13619.00
389,11-01-2022,Dadra and Nagar Haveli and Daman and Diu,10805.00,105.00,10696.00,4.00
390,11-01-2022,Delhi,1568896.00,65806.00,1477913.00,25177.00
391,11-01-2022,Goa,191501.00,10139.00,177829.00,3533.00
397,11-01-2022,Karnataka,3063656.00,60177.00,2965105.00,38374.00
